iteration,loss
0,10.953448295593262
1000,7.805591106414795
2000,7.136414051055908
3000,7.275001525878906
4000,6.594425678253174
5000,6.811763286590576
6000,6.2406768798828125
7000,5.561694145202637
8000,5.877484321594238
9000,6.155900955200195
10000,5.4429144859313965
11000,6.117868423461914
12000,5.3722710609436035
13000,5.562124252319336
14000,5.572970390319824
15000,5.7073822021484375
16000,5.862020492553711
17000,5.784881591796875
18000,5.524375915527344
19000,5.8962721824646
20000,5.449413299560547
21000,5.332906246185303
22000,5.2768964767456055
23000,5.267418384552002
24000,5.810243606567383
25000,5.588370323181152
26000,5.692948818206787
27000,5.2932820320129395
28000,5.482983112335205
29000,5.112335681915283
30000,4.854360103607178
31000,5.166065216064453
32000,5.54547119140625
33000,5.301260948181152
34000,4.736801624298096
35000,4.938351631164551
36000,5.34630012512207
37000,4.950238227844238
38000,4.814650058746338
39000,5.153510570526123
40000,5.200564384460449
41000,5.082618713378906
42000,5.324896812438965
43000,5.018866062164307
44000,5.234127521514893
45000,5.085556983947754
46000,5.123011112213135
47000,4.749872207641602
48000,5.3089599609375
49000,5.057524681091309
50000,4.569591999053955
51000,4.323941707611084
52000,5.453122138977051
53000,5.102027893066406
54000,5.265844821929932
55000,5.245534420013428
56000,4.961709499359131
57000,4.7457098960876465
58000,5.156864166259766
59000,4.8213653564453125
60000,4.929069519042969
61000,4.935537815093994
62000,4.0518059730529785
63000,5.241337776184082
64000,5.078989505767822
65000,4.68464994430542
66000,4.654269695281982
67000,4.584110736846924
68000,5.014518737792969
69000,4.399065971374512
70000,4.088181495666504
71000,4.286684989929199
72000,4.328732013702393
73000,4.425472736358643
74000,4.868416786193848
75000,4.401450157165527
76000,4.071528434753418
77000,4.857478141784668
78000,4.681332111358643
79000,5.0096940994262695
80000,4.560189247131348
81000,5.044178009033203
82000,3.9855268001556396
83000,5.060682773590088
84000,4.293376445770264
85000,4.610688209533691
86000,4.963490009307861
87000,4.018714427947998
88000,4.600884914398193
89000,4.314553737640381
