iteration,loss
0,10.98332691192627
1000,7.59444522857666
2000,6.539191246032715
3000,6.982731342315674
4000,6.264187335968018
5000,6.86899471282959
6000,6.246791362762451
7000,6.398139476776123
8000,5.9390716552734375
9000,6.104485511779785
10000,6.15822172164917
11000,6.038923263549805
12000,5.324373722076416
13000,6.020139694213867
14000,5.882589340209961
15000,5.701015949249268
16000,5.800306797027588
17000,5.7421159744262695
18000,5.337035655975342
19000,5.914578914642334
20000,5.602766513824463
21000,6.169783592224121
22000,5.615213871002197
23000,5.2331132888793945
24000,5.274918079376221
25000,5.29589319229126
26000,5.109387397766113
27000,6.033266544342041
28000,5.500604629516602
29000,5.5891265869140625
30000,5.548027515411377
31000,5.076992988586426
32000,5.761486053466797
33000,4.773815631866455
34000,5.566498279571533
35000,5.625831127166748
36000,5.57131290435791
37000,5.36479377746582
38000,5.655918598175049
39000,5.616077899932861
40000,5.424368381500244
41000,5.521216869354248
42000,5.126287460327148
43000,5.4046196937561035
44000,5.132840633392334
45000,5.389237403869629
46000,5.1678667068481445
47000,4.727940082550049
48000,4.959201335906982
49000,5.129528999328613
50000,5.497969150543213
51000,5.113032817840576
52000,5.507437705993652
53000,5.298595428466797
54000,5.575781345367432
55000,5.130224227905273
56000,4.805544376373291
57000,4.938347816467285
58000,5.291444301605225
59000,4.661003112792969
60000,4.576491832733154
61000,5.030465602874756
62000,4.515050888061523
63000,5.142900466918945
64000,4.256528854370117
65000,4.963651180267334
66000,5.226959228515625
67000,4.943459510803223
68000,5.078621864318848
69000,4.7208709716796875
70000,4.835503578186035
71000,4.4514265060424805
72000,4.429332733154297
73000,5.207260608673096
74000,4.625487804412842
75000,4.944824695587158
76000,4.785371780395508
77000,4.360682964324951
78000,4.690882205963135
