iteration,loss
0,10.964584350585938
1000,7.119684219360352
2000,6.887731552124023
3000,6.4436821937561035
4000,6.450965404510498
5000,6.244540691375732
6000,6.383001804351807
7000,5.669212818145752
8000,6.122219562530518
9000,5.83693265914917
10000,5.660313606262207
11000,5.930055618286133
12000,5.276678562164307
13000,5.727773189544678
14000,5.333484172821045
15000,5.341583728790283
16000,5.480029106140137
17000,5.469943523406982
18000,5.20945930480957
19000,5.7888875007629395
20000,5.438315391540527
21000,5.135746002197266
22000,5.507839202880859
23000,5.021729469299316
24000,5.05133581161499
25000,5.555138111114502
26000,5.096550464630127
27000,5.031923770904541
28000,5.159334659576416
29000,5.170121192932129
30000,5.395111083984375
31000,4.922569274902344
32000,4.6045050621032715
33000,4.93473482131958
34000,4.977533340454102
35000,5.137521743774414
36000,5.275639533996582
37000,4.802587032318115
38000,4.7216925621032715
39000,5.167013645172119
40000,4.997444152832031
41000,5.353785037994385
42000,5.094564437866211
43000,4.760969638824463
44000,5.189942359924316
45000,4.54460334777832
46000,4.589632511138916
47000,4.656423568725586
48000,5.081173419952393
49000,5.204810619354248
50000,5.2035298347473145
51000,5.101462364196777
52000,4.7820305824279785
53000,5.065845489501953
54000,4.551476955413818
55000,4.810545444488525
56000,4.490814208984375
57000,4.66235876083374
58000,3.2714240550994873
59000,5.225904941558838
60000,5.146226406097412
61000,4.515803337097168
62000,4.639939308166504
63000,4.711635112762451
64000,4.851741790771484
65000,5.053814888000488
66000,4.902763366699219
67000,4.289715766906738
68000,4.44724702835083
69000,4.4488749504089355
70000,4.749441146850586
71000,4.322793483734131
72000,4.709034442901611
73000,4.379899501800537
74000,4.528787136077881
75000,4.327816009521484
76000,4.384536266326904
77000,3.6277198791503906
78000,4.247481346130371
79000,4.222611427307129
80000,4.51161527633667
81000,4.815241813659668
82000,4.485720157623291
83000,4.321396827697754
84000,4.137745380401611
85000,4.305041790008545
86000,3.98118257522583
87000,4.787301063537598
